Operateur,x,y,2G,3G,4G
Free,770652,6710702,0,1,1
Bouygues,770654,7019745,1,1,1
SFR,770658,6279722,1,1,1
SFR,770658,7019783,1,1,1
Free,770664,7019779,0,1,1
Bouygues,770668,6279645,1,1,1
Orange,770673,7019756,1,1,0
SFR,770675,6491794,1,1,1
SFR,770677,6279208,1,1,1
Orange,770680,6710706,1,1,0
SFR,770690,6279552,1,1,1
SFR,770694,6796648,1,1,0
Bouygues,770697,6491753,1,1,1
Bouygues,770699,6279220,1,1,1
Orange,770703,6796638,1,1,1
Free,770722,6277857,0,1,1
SFR,770727,6278591,0,1,0
Orange,770729,6279085,1,1,1
Orange,770729,6415741,0,1,0
Bouygues,770729,6796681,1,1,1
SFR,770743,6279312,1,1,0
SFR,770747,6415731,1,1,0
Free,770747,6415732,0,1,0
Orange,770751,6278753,0,1,1
Bouygues,770752,6906444,1,1,0
SFR,770759,6279593,1,1,0
Orange,770764,6276083,1,1,1
SFR,770766,6279383,1,1,1
Orange,770769,6907687,0,1,1
SFR,770773,6695332,1,1,0
Orange,770774,6695331,1,1,0
Free,770774,6695332,0,1,0
Orange,770774,6906463,1,1,0
SFR,770775,6906459,1,0,0
Bouygues,770777,6279017,1,0,1
Bouygues,770790,6279587,1,1,1
Bouygues,770800,6278073,1,1,1
Orange,770810,6278001,1,1,1
SFR,770815,6279754,0,1,0
SFR,770828,6279394,1,1,1
SFR,770841,6279827,1,1,1
Bouygues,770846,6279414,1,1,1
SFR,770846,6279474,1,1,1
Orange,770849,6279497,1,1,1
Orange,770849,6279497,0,1,0
Orange,770850,6884295,1,1,0
Free,770857,6295843,0,1,1
Bouygues,770859,6663625,1,1,1
Free,770882,6432592,0,1,1
Bouygues,770883,6277457,1,1,1
SFR,770885,6432589,1,1,1
SFR,770888,6395808,1,1,0
Bouygues,770888,6432588,1,1,1
Orange,770889,6395808,0,1,0
Free,770889,6395809,0,1,0
Bouygues,770903,6902680,1,1,1
SFR,770903,6902680,1,1,1
Bouygues,770909,6278829,1,1,1
SFR,770913,6279196,1,1,1
SFR,770920,6663507,1,1,1
Bouygues,770924,6281536,1,1,1
Free,770927,6663585,0,1,1
Orange,770934,6277517,1,1,1
Orange,770934,6663586,1,1,1
Bouygues,770934,7016844,1,1,1
Free,770944,6883545,0,1,1
Bouygues,770946,6882284,1,1,1
SFR,770955,6275022,1,1,1
SFR,770962,7016910,1,1,1
SFR,770965,6277327,1,1,1
Orange,770974,6882447,1,1,1
SFR,770976,6279124,1,1,0
SFR,770980,6882275,1,1,1
Orange,770986,6279836,0,1,1
Orange,770991,6279223,1,1,1
Bouygues,770991,6279710,1,1,0
Orange,770994,6904420,1,1,1
Orange,770995,6281530,1,1,1
SFR,770996,6279725,1,1,0
SFR,770998,6278309,1,1,1
Orange,770999,6432466,1,1,1
Orange,771045,6676836,0,1,0
Free,771045,6676837,0,1,0
Orange,771051,6279217,0,0,0
SFR,771057,6278816,1,1,1
Bouygues,771057,6717898,1,1,1
Orange,771065,6717882,1,1,1
Orange,771071,6278680,1,1,1
SFR,771080,6278989,1,1,1
Bouygues,771080,6279312,1,1,1
SFR,771082,6676823,1,1,0
Orange,771093,6279032,1,1,1
Free,771099,6906115,0,1,1
Bouygues,771106,6472402,1,1,1
Bouygues,771113,6888391,1,1,1
SFR,771113,6888391,1,1,1
SFR,771124,6472362,1,1,0
Bouygues,771138,6280071,1,1,1
Free,771144,6545967,0,1,1
Free,771157,6281129,0,1,1
SFR,771159,6281127,1,1,1
Orange,771163,6281126,0,0,1
Bouygues,771168,6545977,1,1,1
SFR,771170,6545975,1,1,1
SFR,771197,6280266,1,1,1
Free,771198,6280267,0,1,1
Orange,771201,6280268,1,1,1
Free,771205,6273598,0,1,1
Orange,771205,6410544,1,0,0
Orange,771206,6279346,0,1,1
SFR,771223,6279735,0,1,1
Orange,771232,6277189,1,1,1
Free,771236,6924236,0,1,1
Orange,771239,6279730,0,0,0
Free,771260,6472485,0,1,1
Orange,771265,6278671,1,1,0
Orange,771267,6418412,0,1,0
SFR,771268,6418492,1,1,0
Free,771268,6418493,0,1,0
SFR,771280,6279358,1,1,1
SFR,771287,6279257,1,1,1
Free,771289,6441572,0,1,1
Free,771305,7017826,0,1,1
Bouygues,771324,6278681,1,1,1
Free,771336,6278680,0,1,1
Orange,771346,7017796,1,1,1
Orange,771370,6279269,0,0,0
Orange,771370,6279269,0,0,0
Orange,771401,6496056,1,1,0
Orange,771410,6830336,1,1,1
Bouygues,771413,6279248,1,1,1
SFR,771420,6717940,1,1,1
SFR,771421,6279868,1,1,1
SFR,771448,6279152,1,1,1
Bouygues,771455,6914063,1,1,1
SFR,771482,6279302,1,1,0
Free,771498,6279304,0,1,1
Orange,771501,6276564,1,1,1
Bouygues,771504,6279293,1,1,1
Orange,771507,6279920,1,1,1
Orange,771510,6279298,1,1,1
Orange,771511,6278219,1,1,1
Orange,771518,6906966,1,1,0
SFR,771519,6746079,1,1,1
Bouygues,771527,6610445,1,0,0
Free,771533,6278220,0,1,1
Bouygues,771534,6379677,1,1,0
SFR,771534,6379677,1,1,0
Free,771534,6379678,0,1,0
Orange,771535,6379677,0,1,0
Bouygues,771542,6746059,1,1,1
SFR,771545,6913962,1,1,1
SFR,771553,6279218,0,1,0
SFR,771558,6889783,1,1,0
Bouygues,771576,6358601,1,1,0
Free,771576,6358601,0,1,0
Orange,771576,6358601,0,1,0
SFR,771576,6358601,1,1,0
SFR,771577,6584621,1,1,0
Free,771578,6584622,0,1,0
Free,771580,6889817,0,1,0
Orange,771582,6889816,1,1,0
Bouygues,771607,6584625,1,1,0
Orange,771608,6584625,1,1,0
Orange,771642,6751323,1,1,1
Bouygues,771684,6999553,1,1,1
Orange,771690,6278692,1,1,1
SFR,771704,6277737,1,1,1
Bouygues,771741,6347811,1,1,1
SFR,771741,6347811,1,1,1
Orange,771752,6347806,1,1,0
Bouygues,771764,6749616,1,1,1
SFR,771764,6749616,1,1,1
SFR,771765,6999466,1,1,1
Orange,771834,6515915,0,1,0
SFR,771834,6515915,1,1,0
Bouygues,771843,6756039,1,1,1
SFR,771843,6756039,1,1,1
Free,771851,6515907,0,1,0
Orange,771864,6284088,1,1,1
Free,771868,6632808,0,1,1
Bouygues,771870,6632790,1,1,1
SFR,771891,6632789,1,1,1
Orange,771905,6278879,1,1,1
SFR,771915,6278883,1,1,1
SFR,771915,6284131,1,1,1
SFR,771920,6279146,1,1,1
Free,771933,6279139,0,1,0
Orange,771940,6279190,1,1,0
Orange,771940,6279190,1,0,0
Orange,771944,7025892,1,1,0
SFR,771946,7025901,1,1,1
Orange,771977,6280253,0,1,0
Bouygues,771980,6280258,1,1,1
Bouygues,772001,7025919,1,1,1
SFR,772046,6277081,1,1,1
Bouygues,772050,6851570,1,1,1
SFR,772050,6851570,1,1,1
Free,772059,6851515,0,1,1
Bouygues,772062,6891609,1,0,0
Orange,772069,6851621,1,1,1
Orange,772081,6867355,1,1,1
Orange,772083,6797084,1,1,1
SFR,772087,6278886,1,1,1
SFR,772109,6273719,1,1,1
Orange,772110,6446147,1,1,0
SFR,772112,6906872,1,1,1
Orange,772118,6277159,1,1,1
Free,772118,6277160,0,1,1
Orange,772121,6905136,1,1,0
SFR,772122,6905135,1,1,1
Free,772154,6446147,0,1,0
SFR,772183,6280929,1,1,1
Orange,772185,6279303,1,1,1
Orange,772190,6280927,0,1,1
Bouygues,772197,6389251,1,1,0
SFR,772197,6389251,1,1,0
Orange,772198,6389251,0,0,0
Free,772198,6389252,0,1,0
Bouygues,772208,6876463,1,1,1
SFR,772208,6876473,1,1,1
Free,772210,6280900,0,1,1
SFR,772215,6408383,1,1,1
SFR,772217,6906088,1,1,1
Bouygues,772219,6906090,1,1,1
Orange,772220,6906111,1,1,1
SFR,772249,6867271,1,1,0
Bouygues,772253,6408380,1,1,1
Bouygues,772261,6277501,1,1,1
SFR,772280,6323057,1,1,0
Orange,772281,6323056,0,1,0
Free,772281,6323057,0,1,0
Orange,772295,6438943,1,1,1
SFR,772296,6281187,0,1,0
SFR,772299,6272664,1,1,1
Bouygues,772305,6867342,1,1,0
Orange,772322,6278300,1,1,1
Free,772343,6278321,0,1,1
SFR,772374,6278256,1,1,1
SFR,772381,6334354,1,1,1
Free,772400,6334405,0,1,1
Orange,772402,6334424,1,1,0
SFR,772422,6282505,1,1,1
Free,772423,6282506,0,1,1
Bouygues,772424,6282502,1,1,1
Bouygues,772438,6908304,1,1,1
Bouygues,772444,6334400,1,1,1
Orange,772444,6407891,1,1,1
SFR,772462,6277191,1,1,1
SFR,772463,6555320,1,1,1
Bouygues,772468,6555323,1,1,1
SFR,772468,6907942,1,1,1
Orange,772471,6282507,1,1,1
Orange,772471,6907954,0,1,0
Orange,772485,6747584,1,1,1
Bouygues,772490,6278877,1,1,1
Free,772490,6278877,0,1,1
SFR,772498,6991065,1,1,1
Orange,772499,6279017,1,1,1
Bouygues,772500,6279015,1,1,1
Orange,772505,6278880,1,1,1
Bouygues,772510,6991073,1,1,1
Bouygues,772515,6806919,1,1,1
Free,772516,6806920,0,1,1
SFR,772526,6807059,1,1,1
SFR,772531,6279059,1,1,1
Orange,772541,6991068,0,1,0
Orange,772582,6278400,0,1,1
Orange,772611,6271892,1,1,0
Orange,772643,6279632,1,1,0
SFR,772651,6908578,1,1,1
Free,772689,6908576,0,1,0
SFR,772691,6901915,1,1,1
Bouygues,772691,6910565,1,1,1
Orange,772692,6285264,1,1,1
Orange,772697,6901915,1,1,1
Orange,772703,6280382,1,1,1
Bouygues,772704,6901890,1,1,1
Free,772731,6910564,0,1,1
Free,772755,6884442,0,1,1
SFR,772758,6280313,1,1,1
Orange,772781,7013236,1,1,1
SFR,772808,6285145,1,1,1
Bouygues,772812,6285146,1,1,1
Orange,772825,6909660,1,1,1
SFR,772868,6909669,1,1,1
Bouygues,772874,6574908,1,1,0
Orange,772874,6574908,1,1,0
SFR,772874,6574908,1,1,0
Free,772874,6574909,0,1,0
Orange,772927,6277378,1,1,1
Bouygues,772949,6725807,1,1,0
SFR,772949,6725807,1,1,0
Free,772949,6725808,0,1,0
Orange,772950,6725806,1,1,0
Orange,772995,6512104,0,1,0
Free,772995,6512105,0,1,0
Free,773054,6974187,0,1,1
Orange,773063,6907758,1,1,1
SFR,773067,6512146,1,1,0
Bouygues,773067,6974202,1,1,1
Free,773067,7020913,0,1,1
Orange,773072,7020915,1,1,0
SFR,773073,6974217,1,1,1
Bouygues,773134,7008125,1,1,1
SFR,773134,7008125,1,1,1
Bouygues,773137,6362658,1,1,0
Free,773137,6362665,0,1,1
Free,773145,6279467,0,1,1
Orange,773147,6275228,1,1,1
Orange,773157,6904505,1,1,1
Free,773158,6275233,0,1,1
Bouygues,773158,6275234,1,1,1
Orange,773163,6278900,1,1,1
Orange,773182,6542878,1,1,1
Bouygues,773193,6542906,1,1,1
SFR,773195,6542904,1,1,1
Orange,773206,6752384,1,1,0
SFR,773208,6277202,1,1,1
Orange,773213,7008140,1,1,1
Free,773222,6904653,0,1,1
Bouygues,773241,6904659,1,1,1
Orange,773255,6421977,0,1,0
SFR,773255,6421977,1,1,0
Free,773268,6421980,0,1,0
Free,773311,6486859,0,1,0
SFR,773320,6274683,0,1,0
Orange,773322,6274711,1,1,0
SFR,773345,6907270,1,1,1
SFR,773354,6279418,0,1,0
Orange,773355,6486875,1,1,0
SFR,773355,6486875,1,1,0
Bouygues,773357,6507002,1,1,1
Bouygues,773358,6928554,1,1,1
SFR,773358,6928554,1,1,1
SFR,773362,6506996,1,1,1
SFR,773370,6903959,1,1,1
Free,773372,6903960,0,1,1
Orange,773382,6903949,0,1,1
Bouygues,773386,6478246,1,1,1
SFR,773394,6478246,1,1,1
SFR,773440,6745203,1,1,1
SFR,773451,6722755,1,1,0
Bouygues,773451,6745268,1,1,1
Orange,773455,6280660,1,1,1
SFR,773462,6280861,1,1,1
Orange,773462,6745195,1,1,1
Bouygues,773466,6280012,1,1,1
SFR,773477,6278849,0,1,0
SFR,773505,6279616,1,1,1
Bouygues,773529,6752148,1,1,1
SFR,773533,6752137,1,1,1
Bouygues,773537,6827343,1,1,1
Free,773539,6752131,0,1,1
Orange,773546,6279626,1,1,1
SFR,773558,6827357,1,1,1
Free,773601,6900162,0,1,1
Orange,773603,6780672,1,1,0
Orange,773616,6905701,1,1,1
Orange,773617,7001239,1,1,0
SFR,773621,6905695,1,1,1
Bouygues,773636,6908878,1,1,1
Free,773636,6908887,0,1,1
SFR,773670,6985904,1,1,1
Orange,773671,6899832,1,1,0
Orange,773678,6985906,1,1,1
Bouygues,773701,6985885,1,1,1
Bouygues,773746,6899854,1,1,1
SFR,773758,6899862,1,1,1
Orange,773777,6279033,1,1,1
SFR,773786,6438804,1,1,1
Free,773786,6438806,0,1,1
Bouygues,773792,6438793,1,1,1
Bouygues,773794,6895636,1,1,1
SFR,773794,6895636,1,1,1
SFR,773795,6909512,1,1,1
Orange,773807,6278424,1,1,1
Free,773811,6278421,0,1,1
Bouygues,773834,6977539,1,1,1
SFR,773834,6977539,1,1,1
SFR,773855,6957609,1,1,1
Orange,773865,6632748,1,1,1
Free,773868,6957686,0,1,1
Orange,773871,6957668,1,1,1
Bouygues,773888,6957655,1,1,1
SFR,773894,6299562,1,1,0
Orange,773899,6808486,1,1,1
Orange,773913,7021778,1,1,0
Bouygues,773920,6299547,1,1,0
Free,773920,6299547,0,1,0
Orange,773921,6299547,1,1,0
Free,773928,6906077,0,1,1
Bouygues,773937,6906076,1,1,1
Orange,773946,6329794,1,1,0
Free,773946,6329795,0,1,0
SFR,773946,6329795,0,1,0
SFR,773974,6283118,1,1,1
Bouygues,773975,6279108,1,1,1
Free,773979,6283123,0,1,1
Orange,773980,6283148,1,1,0
SFR,773988,6278848,1,1,0
Bouygues,773989,6276660,1,1,1
SFR,774004,6276634,1,1,1
Bouygues,774004,6907581,1,1,1
Free,774007,6907586,0,1,1
SFR,774008,6907587,1,1,1
Free,774010,6276656,0,1,1
Orange,774010,6907588,0,1,1
Orange,774015,6276655,1,1,1
Bouygues,774043,6474905,1,1,1
SFR,774043,6474905,1,1,1
Free,774044,6474906,0,1,1
SFR,774045,6992287,1,1,1
SFR,774047,6905190,1,1,1
Orange,774048,6281887,1,1,1
Free,774048,6903174,0,1,1
Free,774050,6905200,0,1,1
Bouygues,774050,6992333,1,1,1
Orange,774051,6903175,1,1,1
Orange,774055,6908829,1,1,1
Bouygues,774056,6910494,1,1,1
Bouygues,774059,6810969,1,1,0
Bouygues,774059,6810969,1,1,1
Orange,774066,6479581,1,1,0
SFR,774069,6910502,1,1,1
Free,774072,6906924,0,1,1
Free,774075,6910489,0,1,1
SFR,774079,6906931,1,1,1
SFR,774112,6908756,1,1,1
Orange,774116,6910432,1,1,1
Orange,774120,6906880,1,1,1
Orange,774162,6624220,1,1,0
SFR,774162,6624220,1,1,0
Free,774162,6624221,0,1,0
Bouygues,774163,6908796,1,1,1
SFR,774164,6652725,1,1,0
Orange,774167,6652718,1,1,0
Bouygues,774179,6280214,1,0,0
Free,774179,6652690,0,1,0
Free,774187,6909312,0,1,1
Orange,774190,6905075,1,1,1
Bouygues,774205,6600463,1,1,1
SFR,774208,6600466,1,1,1
SFR,774220,6274440,0,1,1
Bouygues,774226,6909311,1,1,1
Orange,774292,6284217,0,1,0
SFR,774350,6732319,1,1,0
Orange,774360,6990858,0,1,1
Bouygues,774376,6732332,1,1,0
Orange,774377,6732332,1,1,0
Orange,774382,6519239,0,1,0
SFR,774414,6907437,1,1,1
Bouygues,774417,6555968,1,1,1
Orange,774418,6278779,1,1,0
SFR,774422,6555971,1,1,1
Orange,774427,6555976,1,1,1
Orange,774427,6904060,0,1,1
Free,774430,6907440,0,1,1
Bouygues,774433,6713867,1,1,1
SFR,774433,6713867,1,1,1
SFR,774448,6743804,1,1,1
Orange,774457,6743819,1,1,1
Bouygues,774471,6278742,1,1,1
Bouygues,774480,6743817,1,1,1
Orange,774494,6902494,0,1,1
SFR,774502,6519201,1,1,0
Free,774503,6519202,0,1,0
Free,774510,6908172,0,1,1
Orange,774547,6283324,0,1,1
Orange,774548,6900923,1,1,1
Bouygues,774572,6287582,1,1,1
Bouygues,774572,6440168,1,1,1
SFR,774572,6440168,1,1,1
Bouygues,774619,6903432,1,1,1
Free,774622,6903435,0,1,1
SFR,774624,6902483,1,1,1
Orange,774629,6903425,1,1,1
Bouygues,774641,6335371,1,1,0
SFR,774651,7020925,1,1,1
Bouygues,774653,7020913,1,1,1
Orange,774654,6334378,1,1,0
Bouygues,774663,7022220,1,1,1
SFR,774663,7022220,1,1,1
Free,774675,6906653,0,1,1
SFR,774683,6906650,1,1,1
Bouygues,774701,6906680,1,1,0
Orange,774720,6906903,1,1,0
Free,774723,7021000,0,1,1
Orange,774726,6712668,1,1,1
SFR,774727,6334325,1,1,0
Orange,774727,7021001,0,1,0
Free,774728,6334326,0,1,0
SFR,774730,6276491,1,1,1
Orange,774731,6907179,1,1,1
Bouygues,774741,6966541,1,1,0
SFR,774741,6966541,1,1,0
Free,774742,6966541,0,1,0
Orange,774743,6906004,1,1,1
Orange,774744,6966541,1,1,0
Orange,774748,6289330,1,1,1
Bouygues,774750,6883565,1,1,1
Bouygues,774762,6788803,1,1,1
SFR,774762,6788803,1,1,1
Bouygues,774793,6907968,1,1,1
Bouygues,774794,6902332,1,1,1
Orange,774794,6907948,1,1,1
SFR,774795,6289375,1,1,1
Bouygues,774795,6906504,1,1,1
Bouygues,774800,6905960,1,1,1
SFR,774800,6907972,1,1,1
SFR,774802,6905972,1,1,1
SFR,774810,6432984,1,1,1
Bouygues,774812,6432981,1,1,1
Orange,774822,6906508,1,1,1
Bouygues,774823,6904505,1,1,1
SFR,774823,6904533,1,1,1
SFR,774829,6883589,1,1,1
Orange,774830,6287468,1,1,1
Free,774846,6386195,0,1,0
SFR,774846,6386195,1,1,0
Orange,774847,6386195,0,1,0
Bouygues,774851,6289374,1,1,1
Free,774852,6289375,0,1,1
Orange,774869,6540361,1,1,1
Free,774916,6906363,0,1,1
Orange,774927,6904718,1,1,1
Free,774935,6904740,0,1,1
Bouygues,774941,6276427,1,1,1
Bouygues,774941,6276427,1,0,0
Bouygues,774962,6270277,1,1,1
Orange,774963,6278869,1,1,1
Bouygues,774965,6516694,1,1,1
Free,774965,6516695,0,1,1
Orange,774968,6906347,1,1,1
Orange,774992,6906547,0,1,0
SFR,774998,6516720,1,1,1
Bouygues,775000,6364007,1,1,0
SFR,775000,6364007,1,1,0
Orange,775001,6364007,0,1,0
Free,775001,6364008,0,1,0
Bouygues,775001,6598341,1,1,1
SFR,775001,6598341,1,1,1
Orange,775022,6901799,1,1,1
Free,775038,6901799,0,1,1
Orange,775042,6276416,0,0,0
Orange,775042,6276416,1,1,0
Orange,775054,6992571,1,1,0
Bouygues,775055,6369297,1,1,0
SFR,775055,6369297,1,1,0
Free,775056,6369297,0,1,0
Orange,775056,6369297,0,1,0
Bouygues,775057,6908516,1,1,1
Orange,775057,6909520,1,1,1
Bouygues,775077,6645788,1,1,1
Bouygues,775077,6645788,1,1,0
SFR,775077,6645788,0,0,1
Free,775078,6645788,0,1,0
Bouygues,775107,6907354,1,1,1
SFR,775128,6907353,1,1,1
Bouygues,775129,6992290,1,1,0
SFR,775142,6279007,1,1,1
Free,775147,6906793,0,1,1
SFR,775149,6906788,1,1,1
Bouygues,775152,6906796,1,1,1
Bouygues,775159,6283944,1,1,1
Orange,775164,6906795,1,1,1
Free,775173,6283944,0,1,1
SFR,775174,6283942,1,1,1
Orange,775175,6598590,1,1,1
Orange,775188,6305989,1,0,0
Free,775192,6908729,0,1,1
Bouygues,775205,6279278,1,1,1
Free,775216,6907385,0,1,1
Orange,775226,6907407,0,1,1
Orange,775238,6280238,1,1,1
Bouygues,775243,6305899,1,1,0
Free,775244,6305899,0,1,1
Orange,775244,6305899,0,1,0
Orange,775261,6283926,1,1,1
Orange,775279,6401365,0,1,0
Free,775280,6280104,0,1,1
SFR,775292,6401383,1,1,0
Orange,775292,6904176,1,1,1
Free,775293,6401384,0,1,0
SFR,775319,6306188,1,1,0
SFR,775326,6908167,0,1,0
Orange,775336,6371692,1,1,1
Orange,775352,6285297,1,1,1
SFR,775362,6903788,1,1,1
Free,775373,6270386,0,1,1
SFR,775380,6270382,1,1,0
Orange,775382,6906658,1,1,0
Orange,775385,6270375,1,1,1
Orange,775385,6270375,0,1,0
Orange,775391,6906088,0,1,1
Bouygues,775422,6282022,1,1,1
Bouygues,775426,6906074,1,1,1
Free,775428,6282021,0,1,1
Free,775438,6734026,0,1,0
SFR,775440,6905958,1,1,1
Orange,775463,6977146,1,1,1
SFR,775472,6906449,1,1,0
Orange,775513,6874030,1,1,1
Orange,775527,6282827,1,1,0
Free,775544,6873925,0,1,1
SFR,775558,6270066,1,1,1
Bouygues,775563,6548273,1,1,1
Orange,775566,6548272,1,1,1
SFR,775568,6548267,1,1,1
Free,775569,6990951,0,1,1
Orange,775571,6990950,1,1,0
Bouygues,775577,6990957,1,1,1
SFR,775577,6990957,1,1,1
SFR,775591,6905636,1,1,1
Orange,775594,6905642,1,1,1
Bouygues,775594,6928260,1,1,1
SFR,775594,6928260,1,1,1
Bouygues,775595,6905634,1,1,1
Free,775596,6905638,0,1,1
Bouygues,775645,6947050,1,1,1
SFR,775645,6947050,1,1,1
SFR,775657,6874011,1,1,1
Bouygues,775691,6721952,1,1,0
Orange,775692,6721951,1,1,0
Free,775692,6721952,0,1,0
Free,775703,6277098,0,1,1
Bouygues,775704,6874018,1,1,1
Orange,775706,6277095,1,1,0
Bouygues,775724,6447017,1,1,1
SFR,775724,6447017,1,1,1
SFR,775739,6273923,1,1,1
Free,775782,6904817,0,1,1
SFR,775787,6904823,1,1,1
SFR,775793,6277164,1,1,1
Orange,775795,6361289,0,1,1
Orange,775805,6904824,1,1,1
Orange,775836,6537785,1,1,0
Bouygues,775846,6437160,1,1,1
SFR,775846,6437160,1,1,1
Free,775854,6437197,0,1,1
SFR,775857,6279837,0,1,1
Free,775865,6906947,0,1,0
Bouygues,775871,6906944,1,1,1
Orange,775880,6906941,0,1,1
Bouygues,775888,6902782,1,1,1
Orange,775889,6907024,0,1,1
Free,775898,6761078,0,1,0
SFR,775899,6761075,1,1,0
Orange,775901,6761075,0,1,0
Free,775903,6902808,0,1,1
Orange,775910,7017947,1,1,0
SFR,775925,6902807,1,1,1
Free,775928,6802256,0,1,1
Free,775939,6908795,0,1,1
SFR,775941,6908790,1,1,1
Free,775944,6804543,0,1,1
SFR,775958,6905820,1,1,1
Orange,775960,6906029,1,1,1
Bouygues,775967,6741499,1,1,1
SFR,775967,6741499,1,1,1
Free,775970,6906014,0,1,0
SFR,775985,6907948,1,1,1
Orange,775989,6802159,1,1,1
Orange,776000,6908715,0,1,1
SFR,776003,6891698,1,1,0
Free,776004,6891698,0,1,0
Orange,776005,6891697,0,1,0
Free,776011,6907795,0,1,0
Orange,776043,6907857,1,1,1
Bouygues,776061,6473051,1,1,1
Orange,776061,6473066,1,1,0
SFR,776074,6473095,1,1,1
Orange,776084,6991706,1,1,1
Orange,776096,6885979,1,1,1
Orange,776111,6902330,1,1,1
Bouygues,776116,6885980,1,1,1
SFR,776116,6885980,1,1,1
Orange,776117,6742916,1,1,1
SFR,776125,6785953,1,1,0
Free,776129,6885967,0,1,1
Orange,776164,7023117,1,1,0
Free,776165,6938914,0,1,0
SFR,776165,6938914,1,1,0
Bouygues,776167,6785103,1,1,1
SFR,776167,6785103,0,1,1
Orange,776167,6938913,0,1,0
Orange,776191,6785095,1,1,0
Orange,776200,6535293,1,1,0
Orange,776214,6907147,1,1,1
SFR,776235,6907103,1,1,1
Orange,776236,6435675,1,1,0
Bouygues,776245,6277225,1,0,0
SFR,776267,6899602,1,1,0
Orange,776268,6899599,1,1,1
Orange,776272,6903366,1,1,1
Bouygues,776281,6796085,1,1,1
Free,776288,6796157,0,1,1
Free,776306,6879478,0,1,1
Bouygues,776320,6896643,1,1,1
SFR,776326,6896667,1,1,1
Bouygues,776327,6316694,1,1,1
SFR,776327,6316694,1,1,1
Bouygues,776350,6905666,1,1,1
Bouygues,776368,7022243,1,1,1
Free,776368,7022244,0,1,1
SFR,776376,7022246,1,1,1
Orange,776385,6708629,1,1,1
Orange,776402,6599494,1,1,1
Free,776403,6599499,0,1,1
Free,776415,6275042,0,1,1
SFR,776417,6275043,1,1,1
Bouygues,776423,6359744,1,1,1
Bouygues,776424,6275042,1,1,1
Orange,776426,6905910,1,1,1
SFR,776429,6799339,1,1,0
Orange,776430,6799350,1,1,1
Bouygues,776431,6799347,1,1,1
SFR,776432,6901982,1,1,1
SFR,776434,6359746,1,1,1
SFR,776434,6905916,1,1,1
Bouygues,776436,6901967,1,1,1
Free,776437,6901967,0,1,1
Orange,776440,6275031,1,1,1
Orange,776526,6284129,0,1,1
Free,776566,6992387,0,1,1
Bouygues,776567,6907504,1,1,1
SFR,776567,6907551,1,1,1
Orange,776570,6907553,1,1,0
Bouygues,776597,7007455,1,1,1
SFR,776597,7007455,1,1,1
Bouygues,776607,6909537,1,1,1
Orange,776647,6909611,1,1,0
Bouygues,776649,6904177,1,1,1
SFR,776657,6909609,1,1,1
SFR,776658,6904127,1,1,1
Orange,776658,6904128,1,1,1
SFR,776668,6411246,1,1,0
Orange,776670,6411244,0,1,0
Free,776678,6411259,0,1,0
Orange,776698,6800940,1,1,0
Orange,776698,7021594,0,1,1
Bouygues,776713,6529381,1,1,1
SFR,776713,6529381,1,1,1
Orange,776725,6529375,1,1,0
Bouygues,776741,6519875,1,1,1
SFR,776754,6519868,1,1,1
Orange,776765,6280660,1,1,1
Free,776771,6793015,0,1,1
Orange,776772,6793014,1,1,1
SFR,776781,6280673,1,1,0
Orange,776787,6740546,1,1,1
Bouygues,776809,6597127,1,1,1
SFR,776809,6597127,1,1,1
Orange,776816,6597123,1,1,1
SFR,776847,7023329,1,1,1
Bouygues,776872,7023349,1,1,1
Free,776872,7023350,0,1,1
Free,776891,6907257,0,1,0
Orange,776895,6907268,1,1,1
SFR,776896,6687405,1,1,0
Orange,776897,6687394,1,1,0
Free,776897,6687395,0,1,0
Orange,776898,6275464,0,0,0
Orange,776906,6275327,0,0,0
Orange,776929,6906548,1,1,1
SFR,776933,6906547,1,1,1
Free,776942,6906537,0,1,1
Bouygues,776961,6427904,1,1,1
SFR,776961,6427904,1,1,1
Orange,776967,6427878,1,0,1
Free,776967,6427879,0,1,1
Orange,776990,7007315,1,1,0
Bouygues,777006,6850149,1,1,1
SFR,777006,6850149,1,1,1
Free,777016,6317305,0,1,1
Orange,777018,6317306,1,1,1
Orange,777044,6275125,0,1,1
Orange,777054,6803392,1,1,1
Free,777096,6905306,0,1,1
Orange,777097,6905305,1,1,1
SFR,777103,6905302,1,1,1
Bouygues,777106,6805273,0,1,0
Bouygues,777108,6802526,1,1,1
Orange,777179,6904412,0,1,1
Orange,777185,6805270,1,1,1
